,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301 4759 Valley Drive,"$1,348,000",2,2,Built in 2005 (15 yrs old),"$3,180",$446,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,Upper Unit,R2503530,Ryan Lo,LeHomes Realty,88 Days on REW,"Drapes/window Coverings, Oven - Built In, Smoke Alarm, Sprinkler - Fire","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Exercise Centre, Garden, Oudoor Pool, Recreation Center, Swirlpool/Hot Tub",1,,,,,,,,,,,,
109 2101 Mcmullen Avenue,"$698,000",1,1,Built in 1973 (47 yrs old),"$1,644",$418,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,"Inside Unit,Upper Unit",R2503037,Rhonda Davis PREC*,RE/MAX Crest Realty,90 Days on REW,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Sprinkler - Fire","Central Location, Greenbelt, Recreation Nearby, Shopping Nearby, Treed","Dishwasher, Refrigerator","Garden, In Suite Laundry, Oudoor Pool, Shared Laundry, Storage",,,,,,,,,,,,
404 4685 Valley Drive,"$1,395,000",2,2,Built in 2004 (16 yrs old),"$3,698",$468,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2502835,Wendy Zhao PREC*,RE/MAX Crest Realty,90 Days on REW,"Central Location, Private Setting, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Concierge, Exercise Centre, Garden, Guest Suite, Oudoor Pool, Storage",1,,,,,,,,,,,,
602 4759 Valley Drive,"$1,380,000",2,2,Built in 2005 (15 yrs old),"$3,524",$429,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,Upper Unit,R2499555,Du Hong PREC*,Royal Pacific Realty Corp.,101 Days on REW,"Garage Door Opener, Smoke Alarm, Sprinkler - Fire, Windows - Thermo","Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher","Elevator, Exercise Centre, Garden, Oudoor Pool, Sauna/Steam Room",1,,,,,,,,,,,
408 2083 W 33rd Avenue,"$672,900",1,1,Built in 2003 (17 yrs old),"$1,931",$333,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,Upper Unit,R2499413,Lucy Li PREC*,Sutton Group-West Coast Realty,101 Days on REW,"Drapes/window Coverings, Garage Door Opener","Central Location, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Elevator, Exercise Centre, Garden, In Suite Laundry, Oudoor Pool, Recreation Center",1,,,,,,,,,,,
2606 Edgar Crescent,"$5,980,000",5,5,68 ft x 122 ft (7487 ft²),Built in 1994 (26 yrs old),"$14,446",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,122.81,68.70 feet,R2496918,Vincent Hsu,LeHomes Realty First,105 Days on REW,2,,,,,,,,,,,,,
2175 W 32nd Avenue,"$6,388,000",4,5,57 ft x 119 ft (6834 ft²),Built in 2015 (5 yrs old),"$15,855",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,119.93,57.00 feet,R2492976,James Cheung,Macdonald Realty Westmar,116 Days on REW,"Air Conditioning, Heat Recovery Ventilator, Smoke Alarm, Sprinkler - Fire, Sprinkler - Inground, Vacuum - Built In","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,,,,,
2475 W 35th Avenue,"$4,680,000",6,6,60 ft x 130 ft (7800 ft²),Built in 1989 (31 yrs old),"$14,106",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,130,60.00 feet,R2492456,Gary Geng PREC*,LeHomes Realty,118 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,4,,,,,,,,,,,
2360 W King Edward Avenue,"$2,990,000",3,2,66 ft x 130 ft (7884 ft²),Built in 1953 (67 yrs old),"$8,649",Vancouver West,Quilchena,House,Freehold NonStrata,Rancher/Bungalow w/Bsmt.,130.6,66.92 feet,R2491765,Gary Geng PREC*,LeHomes Realty,121 Days on REW,2,,,,,,,,,,,,,
4729 Haggart Street,"$5,691,000",5,7,60 ft x 125 ft (7525 ft²),Built in 2013 (7 yrs old),"$19,523",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,125.25,60.08 feet,R2484463,Winnie Chung PREC*,Royal Pacific Realty Corp.,141 Days on REW,"Air Conditioning, Central Location, Heat Recovery Ventilator, Oven - Built In, Private Setting, Private Yard, Security System","Central Air Conditioning, Sauna/steam Room, Shopping Nearby","Clothes Washer/Dryer, Dishwasher, Microwave, Range Top, Refrigerator",1,Yes,,,,,,,,
2617 Mcbain Avenue,"$5,380,000",5,6,54 ft x 122 ft (6400 ft²),Built in 2015 (5 yrs old),"$19,359",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,122,54.00 feet,R2484020,Gary Geng PREC*,LeHomes Realty,Wendy Shen,LeHomes Realty,141 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Heat Recovery Ventilator, Lane Access, Private Yard, Security System, Smoke Alarm, Sprinkler - Inground, Vacuum - Built In, Wet Bar","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,1,Yes,,,,,,
2268 W 32nd Avenue,"$4,190,000",7,4,57 ft x 120 ft (6852 ft²),Built in 1963 (57 yrs old),"$11,877",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,120,57.00 feet,R2482098,Luka Ding,Multiple Realty Ltd.,147 Days on REW,3,,,,,,,,,,,,,
113 4759 Valley Drive,"$1,258,000",2,2,Built in 2005 (15 yrs old),"$3,081",$412,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,"Corner Unit,Ground Level Unit",R2474230,Vivian He,Macdonald Realty Westmar,169 Days on REW,"Drapes/window Coverings, Sprinkler - Fire","Central Location, Treed",Washer/Dryer/Fridge/Stove/Dishwasher,"Exercise Centre, Garden, Guest Suite, In Suite Laundry, Oudoor Pool, Recreation Center",1,,,,,,,,,,,
305 4685 Valley Drive,"$1,198,000",2,2,Built in 2004 (16 yrs old),"$3,332",$431,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,1 Storey,R2474255,Elisabeth Chandler (Lisa),Macdonald Realty,170 Days on REW,"Concierge, Elevator, Exercise Centre",1,,,,,,,,,,,,,,
2399 W 35th Avenue,"$6,990,000",6,7,60 ft x 130 ft (7800 ft²),Built in 2019 (1 yrs old),"$12,694",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,130,60.00 feet,R2473551,Layla Yang PREC*,Dracco Pacific Realty,Peggy Li PREC*,Dracco Pacific Realty,171 Days on REW,"Air Conditioning, Central Location, Garage Door Opener, Heat Recovery Ventilator, Lane Access, Private Yard, Security System, Smoke Alarm, Sprinkler - Inground, Vacuum - Built In, Wet Bar, Wine Cooler","Golf Course Nearby, Recreation Nearby, Sauna/steam Room, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,
1303 4655 Valley Drive,"$668,000",1,1,Built in 2002 (18 yrs old),"$1,786",$304,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,1 Storey,R2465902,Steve M.F. Chan,Sunrich Realty,194 Days on REW,Drapes/window Coverings,Washer/Dryer/Fridge/Stove/Dishwasher,"In Suite Laundry, Oudoor Pool",1,,,,,,,,,,,,
409 4101 Yew Street,"$910,000",2,2,Built in 1974 (46 yrs old),"$2,164",$530,Vancouver West,Quilchena,Apt/Condo,Freehold Strata,Upper Unit,R2447126,Raymond Lee,Pacific Place - Arc Realty Ltd.,277 Days on REW,Drapes/window Coverings,"Adult Oriented, Central Location, Private Setting, Recreation Nearby, Shopping Nearby","Dishwasher, Refrigerator, Stove","Club House, Elevator, Garden, Oudoor Pool, Recreation Center",,,,,,,,,,,,
2143 W 36th Avenue,"$11,880,000",5,8,75 ft x 134 ft (10050 ft²),Built in 2018 (2 yrs old),"$25,646",Vancouver West,Quilchena,House,Freehold NonStrata,2 Storey w/Bsmt.,134,75.00 feet,R2442184,Victor Kwan PREC*,RE/MAX Select Properties,298 Days on REW,"Drapes/window Coverings, Oven - Built In, Security System, Vacuum - Built In, Wet Bar","Air Conditioning, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,,,,
1438 W 32nd Avenue,"$23,880,000",7,10,101 ft x 181 ft (15632 ft²),Built in 2020 (0 yrs old),"$58,142",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,181/184,101.00 feet,R2522428,Juliette Zhang (YongHong) PREC*,Macdonald Realty Westmar,Crystal Hung PREC*,Icon Marketing Inc.,Jeffrey McDonald,Sotheby's International Realty Canada,19 Days on REW,"Central Location, Drapes/window Coverings, Elevator, Garage Door Opener, Garden, Greenbelt, Private Setting, Security System, Smoke Alarm, Sprinkler - Fire, Treed","Air Conditioning, Guest Suite, Hot Tub, Marina Nearby, Sauna, Shopping Nearby","Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",4,Yes,Yes,,,,
1520 W 32nd Avenue,"$4,990,000",8,8,18759 ft²,Built in 1992 (28 yrs old),"$16,865",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,173.00 feet,R2506366,Randy Mann PREC*,Stonehaus Realty Corp.,33 Days on REW,Central Location,"Recreation Nearby, Shopping Nearby",3,,,,,,,,,,,,
5415 Cypress Street,"$4,688,000",5,3,78 ft x 122 ft (9516 ft²),Built in 1927 (93 yrs old),"$14,238",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,122,78.00 feet,R2519183,Peter Saito PREC*,Sutton Group-West Coast Realty,Vivian Li PREC*,Sutton Group-West Coast Realty,34 Days on REW,"Oven - Built In, Security System","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,,,
1110 W 15th Avenue,"$1,998,000",3,2,Built in 2020 (0 yrs old),Vancouver West,Shaughnessy,Apt/Condo,R2517748,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,39 Days on REW,,,,,,,,,,,,,,,,,,
1112 W 15th Avenue,"$2,198,000",3,1,Built in 2020 (0 yrs old),Vancouver West,Shaughnessy,Apt/Condo,R2517749,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,39 Days on REW,,,,,,,,,,,,,,,,,,
4768 Osler Street,"$5,650,000",5,6,50 ft x 120 ft (6000 ft²),Built in 2017 (3 yrs old),"$12,596",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,120,50.00 feet,R2517810,Layla Yang PREC*,Dracco Pacific Realty,Frank Peng PREC*,Dracco Pacific Realty,41 Days on REW,"Air Conditioning, Central Location, Garage Door Opener, Heat Recovery Ventilator, Oven - Built In, Private Yard, Security System, Smoke Alarm, Sprinkler - Fire, Treed, Vacuum - Built In, Wet Bar","Golf Course Nearby, In Suite Laundry, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,Yes,,,,,,
1288 Laurier Avenue,"$9,688,000",6,7,80 ft x 200 ft (16000 ft²),Built in 1993 (27 yrs old),"$52,699",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,200,80.00 feet,R2514784,Peter Saito PREC*,Sutton Group-West Coast Realty,Vivian Li PREC*,Sutton Group-West Coast Realty,53 Days on REW,"Heat Recovery Ventilator, Oven - Built In","Microwave, Range Top, Refrigerator, Washer/Dryer/Fridge/Stove/Dishwasher",3,,,,,,,,
1288 W 27th Avenue,"$4,289,000",6,5,50 ft x 125 ft (6250 ft²),Built in 1984 (36 yrs old),"$10,690",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,125,50.00 feet,R2514170,Colin Doig PREC*,RE/MAX Crest Realty,55 Days on REW,Garage Door Opener,"Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,,,,
1476 W 33rd Avenue,"$3,898,000",7,4,70 ft x 125 ft (8750 ft²),Built in 1920 (100 yrs old),"$8,970",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,125,70.00 feet,R2511559,Mo Wei Tsang,Sutton Group-West Coast Realty,63 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Private Yard, Treed","Garden, In Suite Laundry, Storage","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,,,,
1469 Matthews Avenue,"$12,890,000",6,8,93 ft x 209 ft (22056 ft²),Built in 1912 (108 yrs old),"$52,622",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,Heat Recovery Ventilator,209,93.50 feet,R2510151,Jonathan Lu PREC*,Keller Williams Realty VanCentral,69 Days on REW,"Central Location, Garden, Heat Recovery Ventilator, Private Setting, Private Yard, Security System, Sprinkler - Fire, Sprinkler - Inground, Vacuum - Built In","Air Conditioning, Central Air Conditioning, Golf Course Nearby, Recreation Nearby, Sauna, Shopping Nearby","Disposal - Waste, In Suite Laundry, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,,,,
1020 Wolfe Avenue,"$5,880,000",9,6,92 ft x 149 ft (21186 ft²),Built in 1976 (44 yrs old),"$25,149",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,149.1,92.84 feet,R2509431,Peter Saito PREC*,Sutton Group-West Coast Realty,Vivian Li PREC*,Sutton Group-West Coast Realty,72 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,,,,,,,,,,,
1736 W 37th Avenue,"$6,980,000",4,4,70 ft x 180 ft (12600 ft²),Built in 1949 (71 yrs old),"$25,105",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey,180,70.00 feet,R2505604,Kathy Xu PREC*,Luxmore Realty,83 Days on REW,Air Conditioning,2,Yes,,,,,,,,,,,
1712 Cedar Crescent,"$13,998,000",5,4,164 ft x 210 ft (23522 ft²),Built in 1912 (108 yrs old),"$36,805",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,210,164.00 feet,R2503209,Elizabeth McQueen,RE/MAX Crest Realty,89 Days on REW,"Central Location, Drapes/window Coverings, Private Setting, Private Yard, Security System, Treed, Vacuum - Built In","Garden, Recreation Nearby, Shopping Nearby, Storage, Swimming Pool Equipment",Washer/Dryer/Fridge/Stove/Dishwasher,3,Yes,,,,,,,,,
1777 W 38th Avenue,"$7,880,000",5,7,10073 ft²,Built in 2014 (6 yrs old),"$16,781",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,90.00 feet,R2499876,Wendy Tian PREC*,Luxmore Realty,100 Days on REW,"Air Conditioning, Central Location, Garage Door Opener, Oven - Built In, Pantry, Private Setting, Private Yard, Security System, Smoke Alarm, Treed, Wet Bar","Recreation Nearby, Shopping Nearby, Storage","Freezer, Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,,,,,,
4111 Hudson Street,"$1,629,000",2,2,Built in 2020 (0 yrs old),$0,$274,Vancouver West,Shaughnessy,Townhouse,Freehold Strata,"Ground Level Unit,Reverse 2 Storey",R2495803,Jack Tan PREC*,Sutton Group - 1st West Realty,109 Days on REW,"Air Conditioning, Garage Door Opener, Security System, Smoke Alarm, Sprinkler - Fire","Central Location, Private Yard, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,Yes,,,,,,,,,,,,
1212 Balfour Avenue,"$7,890,000",5,4,113 ft x 116 ft (13199 ft²),Built in 1923 (97 yrs old),"$35,523",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,116.8,113.00 feet,R2400217,Les Twarog,RE/MAX Crest Realty,Kenny Au PREC*,Selmak Realty Limited,118 Days on REW,Drapes/window Coverings,Shopping Nearby,"Refrigerator, Stove",1,,,,,,,,
1080 Wolfe Avenue,"$13,888,000",5,5,158 ft x 173 ft (27523 ft²),Built in 1912 (108 yrs old),"$23,354",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,173.25,158.86 feet,R2488532,Les Twarog,RE/MAX Crest Realty,130 Days on REW,"Central Location, Drapes/window Coverings, Private Setting, Private Yard",Shopping Nearby,Washer/Dryer/Fridge/Stove/Dishwasher,3,,,,,,,,,,
4238 Pine Crescent,"$10,990,000",7,8,75 ft x 126 ft (9450 ft²),Built in 2019 (1 yrs old),"$26,188",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,126,75.00 feet,R2485123,Layla Yang PREC*,Dracco Pacific Realty,Frank Peng PREC*,Dracco Pacific Realty,138 Days on REW,"Central Location, Garage Door Opener, Heat Recovery Ventilator, Oven - Built In, Private Yard, Security System, Smoke Alarm, Treed","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,4,,,,,,,
2 1310 W King Edward Avenue,"$2,599,000",3,3,Built in 2021 (-1 yrs old),$0,$458,Vancouver West,Shaughnessy,Townhouse,Freehold Strata,2 Storey,Heat Recovery Ventilator,R2483151,Jack Tan PREC*,Sutton Group - 1st West Realty,141 Days on REW,"Air Conditioning, Drapes/window Coverings, Heat Recovery Ventilator, Oven - Built In, Security System, Smoke Alarm","Central Location, Private Yard, Shopping Nearby","Dishwasher, Washer/Dryer/Fridge/Stove/Dishwasher","Garden, In Suite Laundry",Yes,,,,,,,,,,
1121 Nanton Avenue,"$5,380,000",6,7,50 ft x 124 ft (6200 ft²),Built in 2017 (3 yrs old),"$14,144",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,124,50.00 feet,R2482951,Tracy Hu PREC*,LeHomes Realty,144 Days on REW,1,,,,,,,,,,,,,
4051 Cypress Street,"$10,930,000",5,7,198 ft x 78 ft (15633 ft²),Built in 2004 (16 yrs old),"$45,143",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,78,198.00 feet,R2474518,Jim Chen PREC*,YVR International Realty,170 Days on REW,"Air Conditioning, Central Location, Drapes/window Coverings, Garage Door Opener, Hot Tub Spa/swirlpool, Intercom, Lane Access","Recreation Nearby, Shopping Nearby, Swirlpool/hot Tub","Clothes Washer/Dryer, Microwave",5,Yes,Yes,,,,,,,,
1592 Nanton Avenue,"$5,788,000",4,6,80 ft x 124 ft (10000 ft²),Built in 1961 (59 yrs old),"$16,237",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,124.9,80.00 feet,R2474054,Layla Yang PREC*,Dracco Pacific Realty,Frank Peng PREC*,Dracco Pacific Realty,171 Days on REW,"Central Location, Garage Door Opener, Private Yard, Smoke Alarm, Treed","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,3,,,,,,,,
4105 Hudson Street,"$1,199,000",2,2,Built in 2021 (-1 yrs old),$0,$254,Vancouver West,Shaughnessy,Apt/Condo,Freehold Strata,"1 Storey,Ground Level Unit",R2472416,Jack Tan PREC*,Sutton Group - 1st West Realty,174 Days on REW,"Oven - Built In, Security System, Smoke Alarm, Sprinkler - Fire","Central Location, Recreation Nearby, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",Storage,,,,,,,,,,,,
38 4900 Cartier Street,"$1,980,000",3,3,Built in 1981 (39 yrs old),"$4,295",$864,Vancouver West,Shaughnessy,Townhouse,Freehold Strata,2 Storey,R2461627,Patrick Weeks PREC*,RE/MAX Select Properties,207 Days on REW,"Drapes/window Coverings, Garage Door Opener, Oven - Built In, Security System, Vaulted Ceiling","Central Location, Gated Complex, Golf Course Nearby, Greenbelt, Private Yard, Shopping Nearby","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher","Garden, In Suite Laundry, Indoor Pool, Sauna/Steam Room, Storage, Swirlpool/Hot Tub",1,,,,,,,,,,,
5637 Laburnum Street,"$9,888,000",5,7,77 ft x 132 ft (10164 ft²),Built in 2019 (1 yrs old),"$40,910",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey w/Bsmt,132,77.00 feet,R2456020,Caroline Hong PREC*,Sutton Group-West Coast Realty,227 Days on REW,"Central Location, Elevator, Private Yard, Security System, Smoke Alarm, Sprinkler - Fire, Sprinkler - Inground, Vacuum - Built In","Air Conditioning, Recreation Nearby, Shopping Nearby","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher, Wine Cooler",4,Yes,,,,,,,,,
1529 W 36th Avenue,"$9,990,000",6,6,110 ft x 140 ft (15400 ft²),Built in 1922 (98 yrs old),"$37,058",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,140,110.00 feet,R2444238,Peter Saito PREC*,Sutton Group-West Coast Realty,Vivian Li PREC*,Sutton Group-West Coast Realty,291 Days on REW,Oven - Built In,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,,
1307 W 41st Avenue,"$3,688,000",4,2,62 ft x 139 ft (8794 ft²),Built in 1940 (80 yrs old),"$8,950",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey,139.8,62.90 feet,R2427394,Benson Lee PREC*,Nu Stream Realty Inc.,354 Days on REW,"Fireplace Insert, Garage Door Opener, Greenbelt, Lane Access, Private Yard, Windows - Thermo","Recreation Nearby, Shopping Nearby","Stove, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,,,,
3689 Selkirk Street,"$26,988,000",12,12,39600 ft²,Built in 1915 (105 yrs old),"$106,377",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey w/Bsmt,187.00 feet,R2427351,Will McKitka,Sotheby's International Realty Canada,Kevin Hardy,Sotheby's International Realty Canada,354 Days on REW,Washer/Dryer/Fridge/Stove/Dishwasher,11,,,,,,,,,,,
1678 Somerset Crescent,"$12,880,000",4,5,174 ft x 95 ft (25043 ft²),Built in 1930 (90 yrs old),"$53,653",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,95,174.00 feet,R2410683,Crystal Wang PREC*,Sutton Group - 1st West Realty,450 Days on REW,3,,,,,,,,,,,,,
1575 W 29th Avenue,"$5,880,000",4,3,66 ft x 150 ft (9900 ft²),Built in 1943 (77 yrs old),"$16,051",Vancouver West,Shaughnessy,House,Freehold NonStrata,Rancher/Bungalow w/Bsmt.,150,66.00 feet,R2523074,Victor Kwan PREC*,RE/MAX Select Properties,17 Days on REW,Central Location,Washer/Dryer/Fridge/Stove/Dishwasher,1,,,,,,,,,,,
1098 Wolfe Avenue,"$9,980,000",5,6,90 ft x 199 ft (17991 ft²),Built in 2008 (12 yrs old),"$44,905",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,199.9,90.00 feet,R2522827,Sarina Han PREC*,Luxmore Realty,18 Days on REW,Elevator,Central Air Conditioning,1,Yes,,,,,,,,,,
5549 Cypress Street,"$5,100,000",5,5,80 ft x 122 ft (9760 ft²),Built in 1929 (91 yrs old),"$17,690",Vancouver West,Shaughnessy,House,Freehold NonStrata,4 Level Split,122,80.00 feet,R2521661,Glen Hao PREC*,RE/MAX Crest Realty,24 Days on REW,"Central Location, Private Setting, Private Yard, Treed","Garden, In Suite Laundry, Marina Nearby, Shopping Nearby",1,,,,,,,,,,,
1233 Tecumseh Avenue,"$35,800,000",7,8,126 ft x 0 ft (25340 ft²),Built in 2019 (1 yrs old),"$46,835",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,Heat Recovery Ventilator,IRR,126.00 feet,R2516819,Sarina Han PREC*,Luxmore Realty,45 Days on REW,"Air Conditioning, Central Location, Heat Recovery Ventilator, Oven - Built In, Pantry, Private Setting, Private Yard, Security System, Sprinkler - Inground","Elevator, Garden, Shopping Nearby, Swirlpool/hot Tub","Microwave, Range Top, Washer/Dryer/Fridge/Stove/Dishwasher",5,Yes,Yes,,,,,,,
4429 Marguerite Street,"$11,980,000",6,7,72 ft x 125 ft (9000 ft²),Built in 2015 (5 yrs old),"$49,009",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,125,72.00 feet,R2516560,Lisa Han,Royal Pacific Realty (Kingsway) Ltd.,Kaylee Li PREC*,Royal Pacific Realty (Kingsway) Ltd.,46 Days on REW,"Central Location, Drapes/window Coverings, Garage Door Opener, Security System","Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,3,,,,,,,,
1491 Devonshire Crescent,"$4,350,000",3,3,67 ft x 130 ft (8775 ft²),Built in 1931 (89 yrs old),"$9,134",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,130,67.50 feet,R2510178,Matt Saunders PREC*,Colliers International,68 Days on REW,,,,,,,,,,,,,,
3689 Angus Drive,"$12,600,000",6,7,21746 ft²,Built in 1912 (108 yrs old),"$38,587",Vancouver West,Shaughnessy,House,Freehold NonStrata,3 Storey,207.00 feet,R2507765,Jade Shen PREC*,Royal Pacific Realty Corp.,73 Days on REW,"Drapes/window Coverings, Wet Bar",Washer/Dryer/Fridge/Stove/Dishwasher,5,,,,,,,,,,,,
1376 W 26th Avenue,"$10,880,000",5,8,75 ft x 125 ft (9375 ft²),Built in 2017 (3 yrs old),"$37,606",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,125,75.00 feet,R2508211,Sarina Han PREC*,Luxmore Realty,74 Days on REW,4,,,,,,,,,,,,,
1289 W 40th Avenue,"$5,380,000",6,6,68 ft x 123 ft (8360 ft²),Built in 1992 (28 yrs old),"$15,860",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey,123,68.00 feet,R2504941,Alice Chang,Interlink Realty,86 Days on REW,"Central Location, Garage Door Opener, Private Setting, Private Yard, Security System","In Suite Laundry, Shopping Nearby","Disposal - Waste, Washer/Dryer/Fridge/Stove/Dishwasher",2,,,,,,,,,,
4239 Pine Crescent,"$7,880,000",6,8,75 ft x 106 ft (7950 ft²),Built in 2015 (5 yrs old),"$33,547",Vancouver West,Shaughnessy,House,Freehold NonStrata,2 Storey w/Bsmt.,106,75.00 feet,R2503973,Sarina Han PREC*,Luxmore Realty,87 Days on REW,"Air Conditioning, Garage Door Opener, Intercom, Oven - Built In","Microwave, Washer/Dryer/Fridge/Stove/Dishwasher",2,Yes,,,,,,,,,,
5843 Highbury Street,"$4,880,000",6,6,66 ft x 120 ft (7920 ft²),Built in 2016 (4 yrs old),"$12,202",Vancouver West,Southlands,House,Freehold NonStrata,2 Storey w/Bsmt.,Heat Recovery Ventilator,120,66.00 feet,R2519193,Layla Yang PREC*,Dracco Pacific Realty,Frank Peng PREC*,Dracco Pacific Realty,34 Days on REW,"Central Location, Garage Door Opener, Heat Recovery Ventilator, Private Yard, Security System, Smoke Alarm, Treed","Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,2,,,,,,,
Ph3 5555 Dunbar Street,"$1,388,000",3,3,Built in 2015 (5 yrs old),"$4,096",$693,Vancouver West,Southlands,Apt/Condo,Freehold Strata,Penthouse,R2516441,Philip Watkinson PREC*,RE/MAX Crest Realty,47 Days on REW,"Central Location, Golf Course Nearby, Recreation Nearby, Shopping Nearby",Washer/Dryer/Fridge/Stove/Dishwasher,"Bike Room, Elevator",,,,,,,,,,,,,
